Date and Time,Water Temperature (F),Estimated Flow Rate (m3/s)
9/29/16 11:11 AM,65.066,0.109
9/29/16 11:12 AM,65.066,0.109
9/29/16 11:13 AM,65.066,0.108
9/29/16 11:14 AM,65.066,0.107
9/29/16 11:15 AM,65.066,0.108
9/29/16 11:16 AM,65.066,0.109
9/29/16 11:17 AM,65.066,0.107
9/29/16 11:18 AM,65.066,0.108
9/29/16 11:19 AM,65.066,0.109
9/29/16 11:20 AM,65.066,0.107
9/29/16 11:21 AM,65.066,0.107
9/29/16 11:22 AM,65.084,0.103
9/29/16 11:23 AM,65.084,0.104
9/29/16 11:24 AM,65.084,0.106
9/29/16 11:25 AM,65.066,0.107
9/29/16 11:26 AM,65.066,0.106
9/29/16 11:27 AM,65.066,0.108
9/29/16 11:28 AM,65.084,0.11
9/29/16 11:29 AM,65.12,0.109
9/29/16 11:30 AM,65.138,0.108
9/29/16 11:31 AM,65.156,0.109
9/29/16 11:32 AM,65.174,0.109
9/29/16 11:33 AM,65.174,0.108
9/29/16 11:34 AM,65.174,0.108
9/29/16 11:35 AM,65.174,0.108
9/29/16 11:36 AM,65.192,0.11
9/29/16 11:37 AM,65.21,0.11
9/29/16 11:38 AM,65.21,0.109
9/29/16 11:39 AM,65.21,0.11
9/29/16 11:40 AM,65.21,0.112
9/29/16 11:41 AM,65.21,0.111
9/29/16 11:42 AM,65.228,0.109
9/29/16 11:43 AM,65.228,0.104
9/29/16 11:44 AM,65.228,0.099
9/29/16 11:45 AM,65.21,0.096
9/29/16 11:46 AM,65.228,0.094
9/29/16 11:47 AM,65.228,0.095
9/29/16 11:48 AM,65.228,0.096
9/29/16 11:49 AM,65.228,0.095
9/29/16 11:50 AM,65.246,0.095
9/29/16 11:51 AM,65.246,0.094
9/29/16 11:52 AM,65.264,0.096
9/29/16 11:53 AM,65.264,0.097
9/29/16 11:54 AM,65.264,0.099
9/29/16 11:55 AM,65.282,0.099
9/29/16 11:56 AM,65.282,0.099
9/29/16 11:57 AM,65.264,0.098
9/29/16 11:58 AM,65.264,0.097
9/29/16 11:59 AM,65.264,0.097
9/29/16 12:00 PM,65.264,0.099
9/29/16 12:01 PM,65.264,0.098
9/29/16 12:02 PM,65.264,0.098
9/29/16 12:03 PM,65.246,0.099
9/29/16 12:04 PM,65.246,0.101
9/29/16 12:05 PM,65.264,0.1
9/29/16 12:06 PM,65.282,0.104
9/29/16 12:07 PM,65.264,0.106
9/29/16 12:08 PM,65.246,0.104
9/29/16 12:09 PM,65.264,0.101
9/29/16 12:10 PM,65.264,0.102
9/29/16 12:11 PM,65.264,0.102
9/29/16 12:12 PM,65.264,0.098
9/29/16 12:13 PM,65.246,0.098
9/29/16 12:14 PM,65.246,0.1
9/29/16 12:15 PM,65.246,0.1
9/29/16 12:16 PM,65.246,0.102
9/29/16 12:17 PM,65.246,0.097
9/29/16 12:18 PM,65.246,0.095
9/29/16 12:19 PM,65.246,0.098
9/29/16 12:20 PM,65.264,0.097
9/29/16 12:21 PM,65.264,0.097
9/29/16 12:22 PM,65.246,0.101
9/29/16 12:23 PM,65.264,0.102
9/29/16 12:24 PM,65.264,0.105
9/29/16 12:25 PM,65.264,0.104
9/29/16 12:26 PM,65.282,0.106
9/29/16 12:27 PM,65.3,0.108
9/29/16 12:28 PM,65.3,0.105
9/29/16 12:29 PM,65.3,0.104
9/29/16 12:30 PM,65.282,0.106
9/29/16 12:31 PM,65.282,0.112
9/29/16 12:32 PM,65.282,0.113
9/29/16 12:33 PM,65.3,0.114
9/29/16 12:34 PM,65.3,0.109
9/29/16 12:35 PM,65.282,0.106
9/29/16 12:36 PM,65.3,0.104
9/29/16 12:37 PM,65.3,0.106
9/29/16 12:38 PM,65.3,0.105
9/29/16 12:39 PM,65.318,0.104
9/29/16 12:40 PM,65.336,0.103
9/29/16 12:41 PM,65.336,0.102
9/29/16 12:42 PM,65.336,0.103
9/29/16 12:43 PM,65.318,0.106
9/29/16 12:44 PM,65.3,0.107
9/29/16 12:45 PM,65.3,0.108
9/29/16 12:46 PM,65.3,0.109
9/29/16 12:47 PM,65.3,0.11
9/29/16 12:48 PM,65.3,0.111
9/29/16 12:49 PM,65.3,0.113
9/29/16 12:50 PM,65.3,0.113
9/29/16 12:51 PM,65.3,0.111
9/29/16 12:52 PM,65.3,0.109
9/29/16 12:53 PM,65.3,0.108
9/29/16 12:54 PM,65.318,0.107
9/29/16 12:55 PM,65.336,0.105
9/29/16 12:56 PM,65.354,0.105
9/29/16 12:57 PM,65.372,0.105
9/29/16 12:58 PM,65.372,0.1
9/29/16 12:59 PM,65.372,0.1
9/29/16 1:00 PM,65.372,0.099
9/29/16 1:01 PM,65.372,0.098
9/29/16 1:02 PM,65.372,0.099
9/29/16 1:03 PM,65.354,0.097
9/29/16 1:04 PM,65.354,0.097
9/29/16 1:05 PM,65.336,0.098
9/29/16 1:06 PM,65.318,0.098
9/29/16 1:07 PM,65.318,0.1
9/29/16 1:08 PM,65.3,0.103
9/29/16 1:09 PM,65.3,0.102
9/29/16 1:10 PM,65.3,0.102
9/29/16 1:11 PM,65.282,0.102
9/29/16 1:12 PM,65.282,0.1
9/29/16 1:13 PM,65.3,0.1
9/29/16 1:14 PM,65.282,0.102
9/29/16 1:15 PM,65.282,0.102
9/29/16 1:16 PM,65.282,0.101
9/29/16 1:17 PM,65.282,0.099
9/29/16 1:18 PM,65.282,0.098
9/29/16 1:19 PM,65.282,0.096
9/29/16 1:20 PM,65.3,0.094
9/29/16 1:21 PM,65.3,0.095
9/29/16 1:22 PM,65.3,0.095
9/29/16 1:23 PM,65.282,0.099
9/29/16 1:24 PM,65.282,0.098
9/29/16 1:25 PM,65.282,0.103
9/29/16 1:26 PM,65.282,0.102
9/29/16 1:27 PM,65.282,0.102
9/29/16 1:28 PM,65.3,0.098
9/29/16 1:29 PM,65.318,0.096
9/29/16 1:30 PM,65.3,0.098
9/29/16 1:31 PM,65.3,0.098
9/29/16 1:32 PM,65.3,0.098
9/29/16 1:33 PM,65.318,0.097
9/29/16 1:34 PM,65.336,0.093
9/29/16 1:35 PM,65.336,0.096
9/29/16 1:36 PM,65.318,0.097
9/29/16 1:37 PM,65.318,0.097
9/29/16 1:38 PM,65.336,0.098
9/29/16 1:39 PM,65.318,0.095
9/29/16 1:40 PM,65.318,0.097
9/29/16 1:41 PM,65.318,0.1
9/29/16 1:42 PM,65.3,0.102
9/29/16 1:43 PM,65.3,0.103
9/29/16 1:44 PM,65.282,0.103
9/29/16 1:45 PM,65.282,0.105
9/29/16 1:46 PM,65.282,0.105
9/29/16 1:47 PM,65.282,0.106
9/29/16 1:48 PM,65.264,0.11
9/29/16 1:49 PM,65.264,0.11
9/29/16 1:50 PM,65.264,0.11
9/29/16 1:51 PM,65.264,0.108
9/29/16 1:52 PM,65.264,0.104
9/29/16 1:53 PM,65.264,0.101
9/29/16 1:54 PM,65.264,0.104
9/29/16 1:55 PM,65.264,0.106
9/29/16 1:56 PM,65.264,0.103
9/29/16 1:57 PM,65.282,0.103
9/29/16 1:58 PM,65.282,0.1
9/29/16 1:59 PM,65.264,0.098
9/29/16 2:00 PM,65.264,0.098
9/29/16 2:01 PM,65.264,0.098
9/29/16 2:02 PM,65.264,0.096
9/29/16 2:03 PM,65.264,0.095
9/29/16 2:04 PM,65.246,0.095
9/29/16 2:05 PM,65.246,0.094
9/29/16 2:06 PM,65.246,0.095
9/29/16 2:07 PM,65.246,0.09
9/29/16 2:08 PM,65.246,0.09
9/29/16 2:09 PM,65.246,0.089
9/29/16 2:10 PM,65.228,0.087
9/29/16 2:11 PM,65.228,0.087
9/29/16 2:12 PM,65.21,0.086
9/29/16 2:13 PM,65.228,0.087
9/29/16 2:14 PM,65.228,0.089
9/29/16 2:15 PM,65.228,0.088
9/29/16 2:16 PM,65.21,0.085
9/29/16 2:17 PM,65.21,0.089
9/29/16 2:18 PM,65.21,0.086
9/29/16 2:19 PM,65.228,0.085
9/29/16 2:20 PM,65.21,0.087
9/29/16 2:21 PM,65.21,0.088
9/29/16 2:22 PM,65.21,0.09
9/29/16 2:23 PM,65.21,0.089
9/29/16 2:24 PM,65.21,0.092
9/29/16 2:25 PM,65.21,0.092
9/29/16 2:26 PM,65.21,0.094
9/29/16 2:27 PM,65.21,0.094
9/29/16 2:28 PM,65.21,0.093
9/29/16 2:29 PM,65.21,0.096
9/29/16 2:30 PM,65.192,0.1
9/29/16 2:31 PM,65.192,0.1
9/29/16 2:32 PM,65.192,0.1
9/29/16 2:33 PM,65.192,0.103
9/29/16 2:34 PM,65.192,0.104
9/29/16 2:35 PM,65.174,0.105
9/29/16 2:36 PM,65.174,0.101
9/29/16 2:37 PM,65.174,0.103
9/29/16 2:38 PM,65.174,0.102
9/29/16 2:39 PM,65.174,0.104
9/29/16 2:40 PM,65.174,0.106
9/29/16 2:41 PM,65.174,0.102
9/29/16 2:42 PM,65.156,0.101
9/29/16 2:43 PM,65.156,0.101
9/29/16 2:44 PM,65.156,0.101
9/29/16 2:45 PM,65.156,0.103
9/29/16 2:46 PM,65.138,0.101
9/29/16 2:47 PM,65.138,0.102
9/29/16 2:48 PM,65.156,0.101
9/29/16 2:49 PM,65.138,0.1
9/29/16 2:50 PM,65.138,0.1
9/29/16 2:51 PM,65.138,0.1
9/29/16 2:52 PM,65.138,0.1
9/29/16 2:53 PM,65.138,0.1
9/29/16 2:54 PM,65.138,0.101
9/29/16 2:55 PM,65.12,0.103
9/29/16 2:56 PM,65.12,0.102
9/29/16 2:57 PM,65.12,0.1
9/29/16 2:58 PM,65.12,0.104
9/29/16 2:59 PM,65.102,0.103
9/29/16 3:00 PM,65.102,0.106
9/29/16 3:01 PM,65.102,0.107
9/29/16 3:02 PM,65.102,0.108
9/29/16 3:03 PM,65.102,0.107
9/29/16 3:04 PM,65.102,0.107
9/29/16 3:05 PM,65.102,0.109
9/29/16 3:06 PM,65.138,0.11
9/29/16 3:07 PM,65.228,0.113
9/29/16 3:08 PM,65.3,0.112
9/29/16 3:09 PM,65.354,0.113
9/29/16 3:10 PM,65.39,0.114
9/29/16 3:11 PM,65.498,0.116
9/29/16 3:12 PM,65.498,0.118
9/29/16 3:13 PM,65.606,0.118
9/29/16 3:14 PM,65.642,0.121
9/29/16 3:15 PM,65.696,0.122
9/29/16 3:16 PM,65.786,0.123
9/29/16 3:17 PM,65.912,0.125
9/29/16 3:18 PM,65.984,0.127
9/29/16 3:19 PM,66.038,0.13
9/29/16 3:20 PM,66.092,0.132
9/29/16 3:21 PM,66.146,0.136
9/29/16 3:22 PM,66.218,0.14
9/29/16 3:23 PM,66.272,0.145
9/29/16 3:24 PM,66.308,0.148
9/29/16 3:25 PM,66.344,0.153
9/29/16 3:26 PM,66.398,0.157
9/29/16 3:27 PM,66.416,0.161
9/29/16 3:28 PM,66.38,0.173
9/29/16 3:29 PM,66.236,0.234
9/29/16 3:30 PM,66.002,0.363
9/29/16 3:31 PM,65.48,0.55
9/29/16 3:32 PM,64.598,0.929
9/29/16 3:33 PM,64.13,1.369
9/29/16 3:34 PM,63.626,2.493
9/29/16 3:35 PM,63.914,2.588
9/29/16 3:36 PM,63.932,3.156
9/29/16 3:37 PM,63.986,4.293
9/29/16 3:38 PM,63.986,4.902
9/29/16 3:39 PM,63.914,5.063
9/29/16 3:40 PM,63.788,5.694
9/29/16 3:41 PM,63.662,5.93
9/29/16 3:42 PM,63.608,6.293
9/29/16 3:43 PM,63.608,8.038
9/29/16 3:44 PM,63.662,8.616
9/29/16 3:45 PM,63.68,9
9/29/16 3:46 PM,63.572,10.156
9/29/16 3:47 PM,63.482,10.328
9/29/16 3:48 PM,63.446,11.43
9/29/16 3:49 PM,63.428,11.231
9/29/16 3:50 PM,63.41,10.443
9/29/16 3:51 PM,63.374,11.997
9/29/16 3:52 PM,63.338,10.81
9/29/16 3:53 PM,63.302,11.369
9/29/16 3:54 PM,63.248,11.884
9/29/16 3:55 PM,63.194,11.185
9/29/16 3:56 PM,63.158,11.17
9/29/16 3:57 PM,63.122,11.4
9/29/16 3:58 PM,63.068,10.869
9/29/16 3:59 PM,63.032,11.018
9/29/16 4:00 PM,62.996,11.154
9/29/16 4:01 PM,62.978,10.1
9/29/16 4:02 PM,62.978,10.328
9/29/16 4:03 PM,62.96,10.944
9/29/16 4:04 PM,62.978,10.072
9/29/16 4:05 PM,62.996,9.518
9/29/16 4:06 PM,62.996,9.518
9/29/16 4:07 PM,63.05,8.717
9/29/16 4:08 PM,63.086,8.654
9/29/16 4:09 PM,63.104,8.306
9/29/16 4:10 PM,63.122,8.478
9/29/16 4:11 PM,63.158,7.604
9/29/16 4:12 PM,63.176,7.342
9/29/16 4:13 PM,63.176,7.154
9/29/16 4:14 PM,63.194,6.861
9/29/16 4:15 PM,63.212,6.629
9/29/16 4:16 PM,63.212,6.588
9/29/16 4:17 PM,63.23,6.755
9/29/16 4:18 PM,63.23,6.506
9/29/16 4:19 PM,63.23,5.816
9/29/16 4:20 PM,63.248,5.648
9/29/16 4:21 PM,63.248,5.611
9/29/16 4:22 PM,63.284,5.402
9/29/16 4:23 PM,63.302,5.173
9/29/16 4:24 PM,63.32,5.349
9/29/16 4:25 PM,63.338,4.762
9/29/16 4:26 PM,63.356,4.804
9/29/16 4:27 PM,63.374,4.658
9/29/16 4:28 PM,63.41,4.563
9/29/16 4:29 PM,63.428,3.91
9/29/16 4:30 PM,63.446,3.826
9/29/16 4:31 PM,63.464,3.27
9/29/16 4:32 PM,63.482,2.905
9/29/16 4:33 PM,63.5,3.097
9/29/16 4:34 PM,63.518,2.966
9/29/16 4:35 PM,63.554,2.977
9/29/16 4:36 PM,63.572,3.069
9/29/16 4:37 PM,63.59,2.927
9/29/16 4:38 PM,63.608,3.069
9/29/16 4:39 PM,63.626,2.474
9/29/16 4:40 PM,63.644,2.882
9/29/16 4:41 PM,63.68,2.469
9/29/16 4:42 PM,63.698,2.097
9/29/16 4:43 PM,63.734,1.994
9/29/16 4:44 PM,63.752,1.929
9/29/16 4:45 PM,63.77,1.676
9/29/16 4:46 PM,63.806,1.659
9/29/16 4:47 PM,63.842,1.594
9/29/16 4:48 PM,63.878,1.656
9/29/16 4:49 PM,63.896,1.578
9/29/16 4:50 PM,63.932,1.503
9/29/16 4:51 PM,63.968,1.407
9/29/16 4:52 PM,64.004,1.363
9/29/16 4:53 PM,64.04,1.254
9/29/16 4:54 PM,64.076,1.243
9/29/16 4:55 PM,64.112,1.135
9/29/16 4:56 PM,64.148,1.153
9/29/16 4:57 PM,64.184,1
9/29/16 4:58 PM,64.22,1.016
9/29/16 4:59 PM,64.256,1.059
9/29/16 5:00 PM,64.274,1.005
9/29/16 5:01 PM,64.31,0.941
9/29/16 5:02 PM,64.346,0.941
9/29/16 5:03 PM,64.382,0.856
9/29/16 5:04 PM,64.418,0.847
9/29/16 5:05 PM,64.436,0.918
9/29/16 5:06 PM,64.472,0.815
9/29/16 5:07 PM,64.526,0.743
9/29/16 5:08 PM,64.562,0.717
9/29/16 5:09 PM,64.58,0.695
9/29/16 5:10 PM,64.634,0.658
9/29/16 5:11 PM,64.67,0.672
9/29/16 5:12 PM,64.706,0.617
9/29/16 5:13 PM,64.742,0.623
9/29/16 5:14 PM,64.778,0.586
9/29/16 5:15 PM,64.814,0.58
9/29/16 5:16 PM,64.85,0.575
9/29/16 5:17 PM,64.868,0.616
9/29/16 5:18 PM,64.904,0.601
9/29/16 5:19 PM,64.922,0.578
9/29/16 5:20 PM,64.958,0.572
9/29/16 5:21 PM,64.976,0.522
9/29/16 5:22 PM,65.012,0.518
9/29/16 5:23 PM,65.03,0.503
9/29/16 5:24 PM,65.066,0.486
9/29/16 5:25 PM,65.084,0.48
9/29/16 5:26 PM,65.102,0.462
9/29/16 5:27 PM,65.12,0.437
9/29/16 5:28 PM,65.156,0.446
9/29/16 5:29 PM,65.174,0.423
9/29/16 5:30 PM,65.192,0.447
9/29/16 5:31 PM,65.21,0.428
9/29/16 5:32 PM,65.246,0.436
9/29/16 5:33 PM,65.264,0.42
9/29/16 5:34 PM,65.282,0.413
9/29/16 5:35 PM,65.3,0.402
9/29/16 5:36 PM,65.318,0.416
9/29/16 5:37 PM,65.336,0.406
9/29/16 5:38 PM,65.372,0.41
9/29/16 5:39 PM,65.39,0.391
9/29/16 5:40 PM,65.408,0.391
9/29/16 5:41 PM,65.426,0.375
9/29/16 5:42 PM,65.444,0.371
9/29/16 5:43 PM,65.462,0.367
9/29/16 5:44 PM,65.48,0.366
9/29/16 5:45 PM,65.498,0.392
9/29/16 5:46 PM,65.516,0.406
9/29/16 5:47 PM,65.534,0.386
9/29/16 5:48 PM,65.552,0.39
9/29/16 5:49 PM,65.552,0.372
9/29/16 5:50 PM,65.57,0.368
9/29/16 5:51 PM,65.57,0.362
9/29/16 5:52 PM,65.588,0.35
9/29/16 5:53 PM,65.588,0.347
9/29/16 5:54 PM,65.606,0.358
9/29/16 5:55 PM,65.606,0.355
9/29/16 5:56 PM,65.606,0.346
9/29/16 5:57 PM,65.624,0.359
9/29/16 5:58 PM,65.642,0.352
9/29/16 5:59 PM,65.642,0.348
9/29/16 6:00 PM,65.66,0.343
9/29/16 6:01 PM,65.66,0.342
9/29/16 6:02 PM,65.678,0.34
9/29/16 6:03 PM,65.678,0.343
9/29/16 6:04 PM,65.696,0.336
9/29/16 6:05 PM,65.714,0.351
9/29/16 6:06 PM,65.714,0.345
9/29/16 6:07 PM,65.714,0.343
9/29/16 6:08 PM,65.732,0.355
9/29/16 6:09 PM,65.75,0.346
9/29/16 6:10 PM,65.75,0.339
9/29/16 6:11 PM,65.768,0.339
9/29/16 6:12 PM,65.768,0.342
9/29/16 6:13 PM,65.768,0.343
9/29/16 6:14 PM,65.786,0.335
9/29/16 6:15 PM,65.786,0.329
9/29/16 6:16 PM,65.804,0.324
9/29/16 6:17 PM,65.786,0.33
9/29/16 6:18 PM,65.804,0.324
9/29/16 6:19 PM,65.804,0.32
9/29/16 6:20 PM,65.804,0.323
9/29/16 6:21 PM,65.822,0.326
9/29/16 6:22 PM,65.822,0.325
9/29/16 6:23 PM,65.822,0.32
9/29/16 6:24 PM,65.822,0.317
9/29/16 6:25 PM,65.822,0.322
9/29/16 6:26 PM,65.822,0.329
9/29/16 6:27 PM,65.822,0.325
9/29/16 6:28 PM,65.822,0.321
9/29/16 6:29 PM,65.822,0.328
9/29/16 6:30 PM,65.822,0.322
9/29/16 6:31 PM,65.822,0.32
9/29/16 6:32 PM,65.822,0.316
9/29/16 6:33 PM,65.822,0.313
9/29/16 6:34 PM,65.822,0.322
9/29/16 6:35 PM,65.822,0.32
9/29/16 6:36 PM,65.804,0.316
9/29/16 6:37 PM,65.804,0.319
9/29/16 6:38 PM,65.804,0.314
9/29/16 6:39 PM,65.804,0.325
9/29/16 6:40 PM,65.804,0.321
9/29/16 6:41 PM,65.804,0.327
9/29/16 6:42 PM,65.804,0.325
9/29/16 6:43 PM,65.804,0.323
9/29/16 6:44 PM,65.804,0.32
9/29/16 6:45 PM,65.804,0.316
9/29/16 6:46 PM,65.786,0.313
9/29/16 6:47 PM,65.786,0.309
9/29/16 6:48 PM,65.786,0.305
9/29/16 6:49 PM,65.786,0.302
9/29/16 6:50 PM,65.786,0.3
9/29/16 6:51 PM,65.786,0.297
9/29/16 6:52 PM,65.786,0.294
9/29/16 6:53 PM,65.786,0.292
9/29/16 6:54 PM,65.786,0.29
9/29/16 6:55 PM,65.768,0.288
9/29/16 6:56 PM,65.768,0.285
9/29/16 6:57 PM,65.768,0.283
9/29/16 6:58 PM,65.768,0.288
9/29/16 6:59 PM,65.768,0.286
9/29/16 7:00 PM,65.768,0.283
9/29/16 7:01 PM,65.75,0.282
9/29/16 7:02 PM,65.75,0.28
9/29/16 7:03 PM,65.75,0.284
9/29/16 7:04 PM,65.75,0.282
9/29/16 7:05 PM,65.75,0.281
9/29/16 7:06 PM,65.75,0.28
9/29/16 7:07 PM,65.75,0.283
9/29/16 7:08 PM,65.75,0.281
9/29/16 7:09 PM,65.75,0.281
9/29/16 7:10 PM,65.75,0.281
9/29/16 7:11 PM,65.732,0.279
9/29/16 7:12 PM,65.732,0.276
9/29/16 7:13 PM,65.732,0.274
9/29/16 7:14 PM,65.732,0.272
9/29/16 7:15 PM,65.732,0.273
9/29/16 7:16 PM,65.732,0.271
9/29/16 7:17 PM,65.732,0.268
9/29/16 7:18 PM,65.732,0.267
9/29/16 7:19 PM,65.732,0.265
9/29/16 7:20 PM,65.732,0.265
9/29/16 7:21 PM,65.714,0.262
9/29/16 7:22 PM,65.714,0.263
9/29/16 7:23 PM,65.714,0.269
9/29/16 7:24 PM,65.714,0.267
9/29/16 7:25 PM,65.714,0.265
9/29/16 7:26 PM,65.714,0.263
9/29/16 7:27 PM,65.714,0.262
9/29/16 7:28 PM,65.714,0.26
9/29/16 7:29 PM,65.696,0.26
9/29/16 7:30 PM,65.696,0.258
9/29/16 7:31 PM,65.696,0.255
9/29/16 7:32 PM,65.696,0.254
9/29/16 7:33 PM,65.696,0.253
9/29/16 7:34 PM,65.696,0.252
9/29/16 7:35 PM,65.696,0.252
9/29/16 7:36 PM,65.696,0.251
9/29/16 7:37 PM,65.696,0.251
9/29/16 7:38 PM,65.696,0.249
9/29/16 7:39 PM,65.696,0.249
9/29/16 7:40 PM,65.696,0.248
9/29/16 7:41 PM,65.696,0.246
9/29/16 7:42 PM,65.678,0.246
9/29/16 7:43 PM,65.678,0.244
9/29/16 7:44 PM,65.678,0.244
9/29/16 7:45 PM,65.678,0.242
9/29/16 7:46 PM,65.678,0.241
9/29/16 7:47 PM,65.678,0.242
9/29/16 7:48 PM,65.678,0.238
9/29/16 7:49 PM,65.66,0.236
9/29/16 7:50 PM,65.66,0.244
9/29/16 7:51 PM,65.66,0.243
9/29/16 7:52 PM,65.66,0.242
9/29/16 7:53 PM,65.66,0.245
9/29/16 7:54 PM,65.66,0.245
9/29/16 7:55 PM,65.66,0.243
9/29/16 7:56 PM,65.642,0.244
9/29/16 7:57 PM,65.642,0.246
9/29/16 7:58 PM,65.642,0.244
9/29/16 7:59 PM,65.642,0.249
9/29/16 8:00 PM,65.642,0.247
9/29/16 8:01 PM,65.642,0.246
9/29/16 8:02 PM,65.642,0.243
9/29/16 8:03 PM,65.642,0.242
9/29/16 8:04 PM,65.624,0.241
9/29/16 8:05 PM,65.624,0.241
9/29/16 8:06 PM,65.624,0.242
9/29/16 8:07 PM,65.624,0.24
9/29/16 8:08 PM,65.606,0.235
9/29/16 8:09 PM,65.624,0.233
9/29/16 8:10 PM,65.606,0.232
9/29/16 8:11 PM,65.606,0.229
9/29/16 8:12 PM,65.606,0.227
9/29/16 8:13 PM,65.606,0.227
9/29/16 8:14 PM,65.606,0.23
9/29/16 8:15 PM,65.606,0.229
9/29/16 8:16 PM,65.606,0.23
9/29/16 8:17 PM,65.588,0.229
9/29/16 8:18 PM,65.588,0.228
9/29/16 8:19 PM,65.588,0.231
9/29/16 8:20 PM,65.588,0.228
9/29/16 8:21 PM,65.588,0.228
9/29/16 8:22 PM,65.57,0.225
9/29/16 8:23 PM,65.57,0.224
9/29/16 8:24 PM,65.57,0.224
9/29/16 8:25 PM,65.57,0.223
9/29/16 8:26 PM,65.57,0.222
9/29/16 8:27 PM,65.57,0.221
9/29/16 8:28 PM,65.552,0.22
9/29/16 8:29 PM,65.552,0.222
9/29/16 8:30 PM,65.552,0.221
9/29/16 8:31 PM,65.552,0.22
9/29/16 8:32 PM,65.552,0.22
9/29/16 8:33 PM,65.534,0.218
9/29/16 8:34 PM,65.534,0.216
9/29/16 8:35 PM,65.534,0.218
9/29/16 8:36 PM,65.534,0.216
9/29/16 8:37 PM,65.534,0.217
9/29/16 8:38 PM,65.534,0.215
9/29/16 8:39 PM,65.534,0.214
9/29/16 8:40 PM,65.534,0.211
9/29/16 8:41 PM,65.516,0.212
9/29/16 8:42 PM,65.516,0.212
9/29/16 8:43 PM,65.516,0.21
9/29/16 8:44 PM,65.516,0.21
9/29/16 8:45 PM,65.516,0.208
9/29/16 8:46 PM,65.498,0.206
9/29/16 8:47 PM,65.498,0.205
9/29/16 8:48 PM,65.498,0.205
9/29/16 8:49 PM,65.498,0.202
9/29/16 8:50 PM,65.48,0.203
9/29/16 8:51 PM,65.48,0.201
9/29/16 8:52 PM,65.48,0.2
9/29/16 8:53 PM,65.48,0.199
9/29/16 8:54 PM,65.48,0.2
9/29/16 8:55 PM,65.48,0.2
9/29/16 8:56 PM,65.462,0.216
9/29/16 8:57 PM,65.462,0.229
9/29/16 8:58 PM,65.498,0.301
9/29/16 8:59 PM,65.57,0.394
9/29/16 9:00 PM,65.642,0.389
9/29/16 9:01 PM,65.57,0.392
9/29/16 9:02 PM,65.48,0.409
9/29/16 9:03 PM,65.48,0.45
9/29/16 9:04 PM,65.516,0.461
9/29/16 9:05 PM,65.534,0.466
9/29/16 9:06 PM,65.552,0.498
9/29/16 9:07 PM,65.516,0.465
9/29/16 9:08 PM,65.588,0.452
9/29/16 9:09 PM,65.696,0.449
9/29/16 9:10 PM,65.804,0.429
9/29/16 9:11 PM,65.804,0.424
9/29/16 9:12 PM,65.786,0.426
9/29/16 9:13 PM,65.768,0.415
9/29/16 9:14 PM,65.75,0.408
9/29/16 9:15 PM,65.732,0.401
9/29/16 9:16 PM,65.696,0.403
9/29/16 9:17 PM,65.66,0.447
9/29/16 9:18 PM,65.588,0.476
9/29/16 9:19 PM,65.516,0.472
9/29/16 9:20 PM,65.39,0.633
9/29/16 9:21 PM,65.192,0.835
9/29/16 9:22 PM,64.886,0.929
9/29/16 9:23 PM,64.67,1.522
9/29/16 9:24 PM,64.526,2.022
9/29/16 9:25 PM,64.436,2.254
9/29/16 9:26 PM,64.274,2.737
9/29/16 9:27 PM,64.112,4.827
9/29/16 9:28 PM,64.112,6.525
9/29/16 9:29 PM,64.094,7.616
9/29/16 9:30 PM,64.04,10.086
9/29/16 9:31 PM,63.896,11.524
9/29/16 9:32 PM,63.788,14.062
9/29/16 9:33 PM,63.68,15.488
9/29/16 9:34 PM,63.572,16.427
9/29/16 9:35 PM,63.5,17.571
9/29/16 9:36 PM,63.482,16.208
9/29/16 9:37 PM,63.5,16.727
9/29/16 9:38 PM,63.446,15.776
9/29/16 9:39 PM,63.392,14.735
9/29/16 9:40 PM,63.374,15.583
9/29/16 9:41 PM,63.32,14.205
9/29/16 9:42 PM,63.266,12.515
9/29/16 9:43 PM,63.248,11.696
9/29/16 9:44 PM,63.23,10.633
9/29/16 9:45 PM,63.194,11.201
9/29/16 9:46 PM,63.158,11.354
9/29/16 9:47 PM,63.122,11.664
9/29/16 9:48 PM,63.068,9.945
9/29/16 9:49 PM,63.014,10.386
9/29/16 9:50 PM,62.978,11.322
9/29/16 9:51 PM,62.942,12.582
9/29/16 9:52 PM,62.906,13.585
9/29/16 9:53 PM,62.888,12.731
9/29/16 9:54 PM,62.888,12.782
9/29/16 9:55 PM,62.888,13.221
9/29/16 9:56 PM,62.888,12.814
9/29/16 9:57 PM,62.906,12.303
9/29/16 9:58 PM,62.906,13.051
9/29/16 9:59 PM,62.906,12.799
9/29/16 10:00 PM,62.888,12.548
9/29/16 10:01 PM,62.888,12.548
9/29/16 10:02 PM,62.888,12.68
9/29/16 10:03 PM,62.87,12.731
9/29/16 10:04 PM,62.852,11.742
9/29/16 10:05 PM,62.834,12.814
9/29/16 10:06 PM,62.816,13.479
9/29/16 10:07 PM,62.816,12.334
9/29/16 10:08 PM,62.798,14.223
9/29/16 10:09 PM,62.78,14.697
9/29/16 10:10 PM,62.762,16.168
9/29/16 10:11 PM,62.762,14.958
9/29/16 10:12 PM,62.744,13.812
9/29/16 10:13 PM,62.726,15.355
9/29/16 10:14 PM,62.726,14.958
9/29/16 10:15 PM,62.726,15.278
